,LATITUDE,LONGITUDE,API,BASIN,COUNTY,WELLNAME,WELLTYPE,DATECOMP,DATESAMPLE,FORMATION,PERIOD,DEPTHUPPER,DEPTHLOWER,DEPTHWELL,SPGRAV,PH,TDSUSGS,HCO3,Ca,Cl,KNa,Mg,Na,SO4,H2S,cull_chargeb
11306,27.931,-98.185,,Gulf Coast,Atascosa,E-25w H. A. Schumann #3,Conventional Hydrocarbon,,1965-07-13,Edwards,Unknown,10654,10733,,1.068,6.4,95400,349,8320,58900,,1220,26500,56,<MDL,
11356,28.04,-97.986,,Gulf Coast,Karnes,R. J. Meczygemba #5,Conventional Hydrocarbon,,1965-07-13,Edwards,Unknown,10986,10989,,1.068,6.1,93000,344,6800,57100,,659,28100,18,39,
11357,27.931,-98.185,,Gulf Coast,Karnes,A. Weddington #4,Conventional Hydrocarbon,,1965-07-13,Edwards,Unknown,10866,10874,,1.108,5.7,146000,224,13600,90400,,1350,40500,34,33,
11358,28.04,-97.986,,Gulf Coast,Karnes,Sam Pallack #1,Conventional Hydrocarbon,,1965-07-13,Edwards,Unknown,10430,10940,,1.096,5.9,131000,166,11200,80900,,1070,37600,23,0.5,
2891,32.1743,-100.6354,4.2353E+13,Permian,Nolan,S. W. Nena Lucia Ut. 20-1,Conventional Hydrocarbon,,1965-07-12,Strawn Reef,Unknown,6938,6956,7180,1.0972,5.25,130500,<MDL,7615,80439.02,,1517.43,40680.88,247.97,,
2896,32.1779,-100.6013,4.2353E+13,Permian,Nolan,S. W. Nena Lucia Unit #23-8,Conventional Hydrocarbon,,1965-07-12,Strawn Reef,Unknown,6973,7000,7125,1.0825,6.7,118190,181.86,7187,72819.78,,1445.14,36393.65,162.38,,
6609,26.41,-98.548,,Gulf Coast,Starr,J. F. Hall State #16,Conventional Hydrocarbon,,1965-07-12,Rincon,Unknown,6281,6285,,1.0433,7.22,61390,157.54,7774,37837.36,,123.11,15461.71,36.52,,
3649,29.1731,-97.542,4.2177E+13,Gulf Coast,Gonzales,Otto Hicbrich #1,Conventional Hydrocarbon,,1965-07-09,Edwards,Unknown,12122,12250,12450,1.058,6,75700,217,10900,47200,,1010,16300,59,<MDL,
11291,28.177,-97.559,,Gulf Coast,Gonzales,E-14w W. O. Baker #1,Conventional Hydrocarbon,,1965-07-09,Edwards,Unknown,11942,12262,,1.001,5.6,1280,68,104,736,,27,337,8,19.3,
5565,32.994,-102.637,,Permian,Yoakum,J. W. Watkins #1,Conventional Hydrocarbon,,1965-07-07,San Andres,Unknown,5617,5657,5694,1.212,5.92,240740,42.42,13708,197915.96,,21270.6,7284.12,518.74,,X
2916,32.1497,-100.6326,4.2353E+13,Permian,Nolan,Swnlu 35-9,Conventional Hydrocarbon,,1965-07-06,Strawn Reef,Unknown,6796,6826,7020,1.0196,7.6,29896,399.68,1827,17977.59,,332.39,9174.36,185.57,,
9019,26.351,-98.598,,Gulf Coast,Starr,T. B. Slick A 107 L.t.,Conventional Hydrocarbon,,1965-07-04,Frio G 1 2 Vicksburg L 2,Unknown,,,,1.023,7.9,32100,166,284,19400,,41,12200,<MDL,<MDL,
2824,32.1856,-100.6448,4.2353E+13,Permian,Nolan,S. W. Nena Lucia 46-13,Conventional Hydrocarbon,,1965-07-02,Strawn Reef,Unknown,6952,6954,7003,1.0754,6.68,108152,169.91,3846,65200.43,,809.78,36961.5,1164.66,,
2875,32.1673,-100.6191,4.2353E+13,Permian,Nolan,S. W. Nena Lucia #31-3,Conventional Hydrocarbon,,1965-06-30,Strawn Reef,Unknown,6920,6974,7349,1.0995,6.09,145902,139.64,7996,89813.76,,1595.37,46190,167.12,,
2880,32.1602,-100.6192,4.2353E+13,Permian,Nolan,S. W. Nena Lucia #31-11,Conventional Hydrocarbon,,1965-06-30,Strawn Reef,Unknown,7088,7102,7143,1.1163,7,167547,36.84,11348,103393.94,,1780.5,50781.6,206.52,,
2825,32.181,-100.6146,4.2353E+13,Permian,Nolan,S. W. Nena Lucia #23-14,Conventional Hydrocarbon,,1965-06-29,Strawn Reef,Unknown,7080,7108,7225,1.1069,5.65,153163,24.35,9102,94523.73,,1757.76,47613.3,142.79,,
4165,28.1262,-97.3476,4.2391E+13,Gulf Coast,Refugio,1,Conventional Hydrocarbon,,1965-06-29,Unknown,Unknown,6428,6433,9888,1.047,9.1,67498,51.3,3706,41042.4,,76.43,22391.14,60.73,,
10284,26.337,-97.823,,Gulf Coast,Willacy,N. E. Shaf #1,Conventional Hydrocarbon,,1965-06-29,Frio,Unknown,8556,8562,,1.072,5.7,107475,99.7,4330,65392,,261.57,37107.28,284.08,,
1749,32.053,-100.6923,4.2081E+13,Permian,Coke,Jru 3-j,Conventional Hydrocarbon,,1965-06-28,Strawn Reef,Unknown,6141,6501,,1.0972,6.85,145065,158,7006,88384.95,,1282.63,47343.08,889.83,,
4021,26.4042,-98.5779,4.2427E+13,Gulf Coast,Starr,Chapotal Land Co. b 17,Conventional Hydrocarbon,,1965-06-28,Sullivan Upper,Unknown,3377,3383,5000,1.0146,7.45,25333,218.14,263.8,15141.89,,23.34,9598.12,88.27,,
17642,27.8192,-97.1515,4.23551E+13,Gulf Coast,Nueces,State Tract 349 No 8,Conventional Hydrocarbon,1965-08-21,1965-06-26,Frio,Unknown,12410,12600,14741,1.03,6.7,40670,731,835,24153,,143,14641,<MDL,,
10048,33.493,-102.621,,Permian,Hockley,W. G. Frazier # 0 - 1,Conventional Hydrocarbon,,1965-06-25,San Andres,Unknown,,,,1.1,6.1,153479,2299,8492,95150,,9262,36263.7,2013,,
2003,33.6501,-102.1823,4.22191E+13,Permian,Hockley,80,Conventional Hydrocarbon,,1965-06-24,Clear Fork,Unknown,,,5969,1.146,6.1,228686,215.45,21544,142104,,4274.58,59779.94,767.82,,
4166,28.1262,-97.3476,4.2391E+13,Gulf Coast,Refugio,1,Conventional Hydrocarbon,,1965-06-24,Unknown,Unknown,6325,6330,9888,1.054,6.7,77033,115.94,4026,47113.8,,218.18,25557.39,2.11,,
4022,26.4042,-98.5779,4.2427E+13,Gulf Coast,Starr,Chapotal Land Co. b #17,Conventional Hydrocarbon,,1965-06-22,Sullivan Upper,Unknown,3377,3383,5000,1.0151,7.62,24579,266.97,266.97,14615.41,,23.35,9287.15,119.78,,
4164,28.1262,-97.3476,4.2391E+13,Gulf Coast,Refugio,1,Conventional Hydrocarbon,,1965-06-21,Unknown,Unknown,6345,6350,9888,1.054,8.3,78082,134.91,4131,47640.8,,180.23,25913.64,17.92,,
6821,27.818,-96.862,,Gulf Coast,Victoria,W. V. Coffey #4,Conventional Hydrocarbon,,1965-06-18,Greta,Unknown,,,,1.0427,6.67,64770,145.98,1199,39448.47,,347.22,23615.07,14.6,,
6819,27.818,-96.862,,Gulf Coast,Victoria,W. V. Coffey #4,Conventional Hydrocarbon,,1965-06-16,Greta,Unknown,,,,1.0423,7.05,64103,217.84,1237,38965.34,,392.95,23223.49,66.71,,
6822,27.818,-96.862,,Gulf Coast,Victoria,W. V. Coffey #4,Conventional Hydrocarbon,,1965-06-16,Greta,Unknown,,,,1.0428,7.09,65214,217.95,1236,39736.94,,380.62,23725.79,20.86,,
15532,29.58,-97.752,,Gulf Coast,Guadalupe,,Conventional Hydrocarbon,,1965-06-15,Buda,Unknown,,,,1.0143,7.52,24528,218.07,866.21,14563.32,,497.01,7858.8,524.39,,
7183,33.847,-97.211,,Southern Oklahoma,Cooke,C. H. Bush #8,Conventional Hydrocarbon,,1965-06-12,Rasure Sd,Unknown,6787,6797,,1.154,4.17,213162,<MDL,50000,134700,,3040,23964.73,41,,
3949,28.9795,-98.948,4.2163E+13,Gulf Coast,Frio,268,Conventional Hydrocarbon,,1965-06-11,Unknown,Cretaceous,3371,3396,3478,1.016,8.35,6718,978,21,3186,,13,2429,90,,
5662,32.185,-100.62,,Permian,Nolan,S. W. Nena Lucia Ut. #38 - 4,Conventional Hydrocarbon,,1965-06-11,Strawn Reef,Unknown,6956,6993,7017,1.082,6.59,118402,254.27,6053,72529.71,,1109.05,38209.75,245.61,,
17747,29.4614,-96.6171,4.2089E+13,Gulf Coast,Colorado,Gas Unit #53 Aa,Conventional Hydrocarbon,1965-01-21,1965-06-11,Wilcox Aa,Unknown,,,16500,1.013,6.5,16047,371,266,9457,,29,5904,<MDL,,
2868,32.1845,-100.584,4.2353E+13,Permian,Nolan,S. W. Nena Lucia Ut. #24-1,Conventional Hydrocarbon,,1965-06-10,Strawn Reef,Unknown,6798,6853,7232,1.0222,7.3,33713,327.1,2017,20447.07,,427.28,10336.49,157.42,,
2888,32.1952,-100.5752,4.2353E+13,Permian,Nolan,S. W. Nena Lucia Ut. #12-3,Conventional Hydrocarbon,,1965-06-10,Strawn Reef,Unknown,6752,6795,7150,1.1191,6.15,173181,83.93,11461,107057.58,,2195.67,52232.87,149.96,,
3951,28.9892,-98.8473,4.2163E+13,Gulf Coast,Frio,264,Conventional Hydrocarbon,,1965-06-10,Unknown,Cretaceous,3265,3291,3378,1.004,8.8,3703,678,5,1542,,2,1334,30,,
3953,28.9919,-98.847,4.2163E+13,Gulf Coast,Frio,263,Conventional Hydrocarbon,,1965-06-10,Unknown,Cretaceous,3241,3264,3360,1.011,8.05,14541,1677,83,7886,,41,5600.41,66,,
14551,32.1845,-100.584,4.2353E+13,Permian,Nolan,S W Nena Lucia Ut #24-1,Conventional Hydrocarbon,1955-07-21,1965-06-10,Strawn Reef,Unknown,6798,6853,7232,1.0222,7.3,33713,327.1,2017,2047.47,,427.28,10336.49,157.42,,X
10286,26.337,-97.823,,Gulf Coast,Willacy,N. E. Shoaf #1,Conventional Hydrocarbon,,1965-06-09,Frio,Unknown,7517,,,1.008,7.2,6744,473.76,201.6,1179.36,,73.58,1943.42,2872.8,,
2266,32.2175,-100.6281,4.23531E+13,Permian,Nolan,1,Conventional Hydrocarbon,,1965-06-08,000 Strn,Unknown,7200,7210,7260,1.079,6.3,120623,331.25,4057,73048.3,,763.93,41721.69,701.35,,
5722,27.325,-98.621,,Gulf Coast,Duval,L. Wiederkehr #103,Conventional Hydrocarbon,,1965-06-06,Queen City,Unknown,5398,5406,5406,1.0168,7.61,26779,1273.03,67.11,15200.14,,24.4,10214.77,<MDL,,
5732,27.325,-98.621,,Gulf Coast,Duval,W. Viederkehr #16,Conventional Hydrocarbon,,1965-06-06,Government Wells North,Unknown,2287,2325,2325,1.0066,7.42,13229,751.93,47.31,7058,,10.07,5013.87,<PQL,,
15429,27.919,-98.621,,Gulf Coast,Duval,L Wiederkehr #16,Conventional Hydrocarbon,,1965-06-06,North Govt Wells,Unknown,2287,2325,,1.0066,7.42,13230,751.93,47.31,7406.56,,10.07,5013.87,<PQL,,
8916,26.351,-98.598,,Gulf Coast,Starr,Slick A-231 No. 14 L.t.,Conventional Hydrocarbon,,1965-06-05,Frio E 1 2 Vicksburg L 2,Unknown,,,,1.016,6.9,22200,573,72,13000,,27,8510,30,<MDL,
8932,26.351,-98.598,,Gulf Coast,Starr,Slick A-231 No. 37 M.t.,Conventional Hydrocarbon,,1965-06-05,Frio E 1 2 Vicksburg L 2,Unknown,,,,1.025,7,33400,284,360,20100,,54,12600,5,<MDL,
8943,26.351,-98.598,,Gulf Coast,Starr,Slick A-231 No. 37 L.t.,Conventional Hydrocarbon,,1965-06-05,Frio G 1 2 Vicksburg L 2,Unknown,,,,1.018,7.2,24000,317,240,14300,,32,9060,4,<MDL,
8972,26.351,-98.598,,Gulf Coast,Starr,Slick A-231 No. 107 L.t.,Conventional Hydrocarbon,,1965-06-05,Frio G 1 2 Vicksburg L 2,Unknown,,,,1.023,7.4,30100,329,280,18000,,44,11400,2,<MDL,
8989,26.351,-98.598,,Gulf Coast,Starr,Slick A-231 No. 107 Unit,Conventional Hydrocarbon,,1965-06-05,Frio E 1 2 Vicksburg L 2,Unknown,,,,1.015,7.6,20400,610,116,11900,,27,7760,1,<MDL,
9042,26.351,-98.598,,Gulf Coast,Starr,Slick A-231 No. 110 M.t.,Conventional Hydrocarbon,,1965-06-05,Frio G 1 2 Vicksburg L 2,Unknown,,,,1.024,6.7,32100,244,396,19300,,51,12100,4,<MDL,
9053,26.351,-98.598,,Gulf Coast,Starr,Slick A-231 No. 110 U.t.,Conventional Hydrocarbon,,1965-06-05,Frio E 1 2 Vicksburg L 2,Unknown,,,,1.025,7.3,34000,537,328,20200,,68,12800,6,<MDL,
11173,26.351,-98.598,,Gulf Coast,Starr,Slick A-231 No 111 U.t.,Conventional Hydrocarbon,,1965-06-05,Frio E 1 2 Vicksburg L 2,Unknown,,,,1.019,7.2,25800,439,248,15300,,41,9720,5,<MDL,
11190,26.351,-98.598,,Gulf Coast,Starr,Slick A-231 No. 12 U.t.,Conventional Hydrocarbon,,1965-06-05,Frio E 1 2 Vicksburg L 2,Unknown,,,,1.019,6.8,25200,354,216,15000,,39,9530,2,<MDL,
11197,26.351,-98.598,,Gulf Coast,Starr,Slick A-231 No. 113 L.t.,Conventional Hydrocarbon,,1965-06-05,Frio G 1 2 Vicksburg L 2,Unknown,,,,1.018,6.9,24700,238,264,14800,,32,9320,6,<MDL,
11219,26.351,-98.598,,Gulf Coast,Starr,Slick A-231 No. 113 U.t.,Conventional Hydrocarbon,,1965-06-05,Frio E 1 2 Vicksburg L 2,Unknown,,,,1.021,7.2,28500,439,268,16900,,37,10800,15,<MDL,
2860,32.1743,-100.6317,4.2353E+13,Permian,Nolan,S. W. Nena Lucia Ut. 21-2,Conventional Hydrocarbon,,1965-06-03,Strawn Reef,Unknown,6998,7006,7120,1.0983,6,141645,158.16,7215,86900.79,,1282.81,45835.35,252.61,,
2894,32.181,-100.6007,4.2353E+13,Permian,Nolan,S. W. Nena Lucia Ut. 23-7,Conventional Hydrocarbon,,1965-06-03,Strawn,Unknown,7016,7046,7175,1.105,6.56,152390,108.29,9900,94131.64,,1918.28,46176.85,154.7,,
2972,33.0048,-100.2263,4.2433E+13,Permian,Stonewall,W.f. Martin A No. 5 Ut,Conventional Hydrocarbon,,1965-06-02,4900 Canyon,Unknown,4822,4830,5895,1.099,6.33,131207,106.6,10718,81122.69,,1872.7,36997.84,389.05,,
4132,32.9176,-95.55762,4.2499E+13,East Texas,Wood,1,Conventional Hydrocarbon,,1965-05-31,Unknown,Unknown,14767,14817,15150,1.231,5.1,393793,294.21,40992,243738,,2818.99,105832.76,116.95,,
2871,32.1881,-100.5839,4.2353E+13,Permian,Nolan,S. W. Nena Lucia 13-1,Conventional Hydrocarbon,,1965-05-29,Strawn Reef,Unknown,7082,7100,7624,1.031,6.68,49110,278.37,3121,30477.39,,1479.49,13576.21,177.33,,
2893,32.1781,-100.6146,4.2353E+13,Permian,Nolan,S. W. Nena Lucia 23-4,Conventional Hydrocarbon,,1965-05-29,Strawn Reef,Unknown,7060,7080,7424,1.071,6.72,104275,217.41,5787,64428.15,,1756.44,31964,122.09,,
2882,32.1528,-100.6362,4.2353E+13,Permian,Nolan,S. W. Nena Lucia #38-2,Conventional Hydrocarbon,,1965-05-28,Strawn Reef,Unknown,6970,6983,7035,1.1034,6.32,148952,109.24,8567,91819.43,,1756.61,46522.65,176.54,,
14559,32.1528,-100.6362,4.2353E+13,Permian,Nolan,S W Nena Lucia #38-2,Conventional Hydrocarbon,1957-05-24,1965-05-28,Strawn Reef,Unknown,6970,6983,7035,,6.32,147548,99,7765,83215,,1592,42163,160,,
2897,32.1751,-100.6014,4.2353E+13,Permian,Nolan,S. W. Nena Lucia 23-9,Conventional Hydrocarbon,,1965-05-23,Strawn Reef,Unknown,7002,7029,7125,1.1246,6.28,169088,71.97,12298,104551.81,,2010.78,49996.34,158.57,,
5508,32.006,-100.776,,Permian,Coke,Jameson Reef Unit 3 - C,Conventional Hydrocarbon,,1965-05-18,Strawn Reef,Unknown,,,,1.1161,6.22,165937,181.92,11652,101850.82,,1734.42,49811.54,706.49,,
7273,35.732,-101.605,,Amarillo Arch,Gray,E. Pampa U. Tr 6 - 3,Conventional Hydrocarbon,,1965-05-12,Dolomite Second,Unknown,3100,,,1.093,6.75,145168,33,8640,88500,,2239,43836.43,1560,,
5298,31.818,-101.241,,Permian,Sterling,Tkl #1 - B,Conventional Hydrocarbon,,1965-05-11,Clear Fork Upper,Unknown,2528,,2539,1.05,7,74834,600,3052,43798,,272,26582,181,,
1718,32.068,-100.6887,4.2081E+13,Permian,Coke,Jru 12-j,Conventional Hydrocarbon,,1965-05-10,Strawn Reef,Unknown,6224,6486,6486,1.0226,6.92,34585,333.37,2037,20835.48,,450.97,10604.36,324.16,,
10047,33.493,-102.621,,Permian,Hockley,W. G. Frazier #0 - 1,Conventional Hydrocarbon,,1965-05-07,San Andres,Unknown,,,4990,1.119,5.2,191583,109.66,11861,121971,,11525.7,44493.68,1622.55,,
8933,26.351,-98.598,,Gulf Coast,Starr,Slick A-231 No. 37 Mt.t.,Conventional Hydrocarbon,,1965-05-06,Frio E 1 2 Vicksburg L 2,Unknown,,,,1.024,7.4,33900,342,360,20300,,54,12800,4,<MDL,
8944,26.351,-98.598,,Gulf Coast,Starr,Slick A-231 No. 37 L.t.,Conventional Hydrocarbon,,1965-05-06,Frio G 1 2 Vicksburg L 2,Unknown,,,,1.019,7.5,26000,366,264,15500,,37,9810,7,<MDL,
8973,26.351,-98.598,,Gulf Coast,Starr,Slick A-231 No. 107 L.t.,Conventional Hydrocarbon,,1965-05-06,Frio G 1 2 Vicksburg L 2,Unknown,,,,1.022,7.4,31300,293,332,18800,,49,11800,<MDL,<MDL,
8990,26.351,-98.598,,Gulf Coast,Starr,Slick A-231 No. 107 U.t.,Conventional Hydrocarbon,,1965-05-06,Frio E 1 2 Vicksburg L 2,Unknown,,,,1.105,7.6,20800,622,148,12100,,29,7850,3,<MDL,
9043,26.351,-98.598,,Gulf Coast,Starr,Slick A-231 No. 110 M.t.,Conventional Hydrocarbon,,1965-05-06,Frio G 1 2 Vicksburg L 2,Unknown,,,,1.023,6.7,32500,268,408,19500,,51,12200,5,<MDL,
9054,26.351,-98.598,,Gulf Coast,Starr,Slick A-231 No. 110 U.t.,Conventional Hydrocarbon,,1965-05-06,Frio E 1 2 Vicksburg L 2,Unknown,,,,1.023,7.5,33500,549,336,19900,,63,12600,6,<MDL,
11162,26.351,-98.598,,Gulf Coast,Starr,Slick A-231 No. 111 L.t.,Conventional Hydrocarbon,,1965-05-06,Frio G 1 2 Vicksburg L 2,Unknown,,,,1.022,7.1,31200,214,380,18800,,46,11700,2,<MDL,
11191,26.351,-98.598,,Gulf Coast,Starr,Slick A-231 No. 12 U.t.,Conventional Hydrocarbon,,1965-05-06,Frio E 1 2 Vicksburg L 2,Unknown,,,,1.018,7.3,25400,403,232,15100,,44,9590,4,<MDL,
11198,26.351,-98.598,,Gulf Coast,Starr,Slick A-231 No. 113 L.t.,Conventional Hydrocarbon,,1965-05-06,Frio G 1 2 Vicksburg L 2,Unknown,,,,1.018,6.9,24800,244,272,14900,,29,9380,7,<MDL,
11220,26.351,-98.598,,Gulf Coast,Starr,Slick A-231 No. 113 U.t.,Conventional Hydrocarbon,,1965-05-06,Frio E 1 2 Vicksburg L 2,Unknown,,,,1.022,7.5,30700,305,260,18400,,44,11700,10,<MDL,
1150,31.7658,-102.9991,4.24951E+13,Permian,Winkler,Hogg #1,Conventional Hydrocarbon,,1965-05-04,Ellenburger,Unknown,12380,12455,12460,1.087,7.75,128130,162,7520,78100,,1510,38703,710,,
6171,28.472,-97.752,,Gulf Coast,Guadalupe,C. Knobloch #32,Conventional Hydrocarbon,,1965-05-03,Buda,Unknown,,,,1.0146,7.58,25546,690.94,1123,14757.36,,508.31,7868.22,598.61,,
1147,31.7658,-102.9991,4.24951E+13,Permian,Winkler,Hogg #1,Conventional Hydrocarbon,,1965-04-30,Waddell,Unknown,12053,12154,12460,1.098,7.72,149917,122,15040,92200,,1750,39133.64,655,,
6165,28.472,-97.752,,Gulf Coast,Guadalupe,C. Knobloch #42,Conventional Hydrocarbon,,1965-04-28,Buda,Unknown,,,,1.0158,6.95,26190,667.38,1056,14853.03,,457.11,8243.22,913.2,,
8923,26.351,-98.598,,Gulf Coast,Starr,Slick H B-222 No. 88,Conventional Hydrocarbon,,1965-04-27,Unknown,Unknown,3970,,,1.016,6.7,21300,366,156,12300,,27,8060,360,<MDL,
1607,32.0387,-100.6924,4.2081E+13,Permian,Coke,Jru 1-k,Conventional Hydrocarbon,,1965-04-26,Strawn Reef,Unknown,6245,6436,6436,1.1066,6.2,157889,158.24,8796,97026.69,,1895.61,49536.95,475.84,,
4346,32.1018,-100.6791,4.2335E+13,Permian,Mitchell,J. T. Mc Cade #5,Conventional Hydrocarbon,,1965-04-26,Strawn,Unknown,,,6070,1.089,5.4,133889,143,7615,80915,,778,42881,954,,
4350,33.227,-100.7259,4.22631E+13,Permian,Kent,M. Wallace #1-a,Conventional Hydrocarbon,,1965-04-26,Strawn Lower,Unknown,,,6557,1.128,4.3,193518,<MDL,12826,118910,,2528,57885,754,,
4352,33.2349,-100.7264,4.2263E+13,Permian,Kent,G. W. Rodgers #1,Conventional Hydrocarbon,,1965-04-26,Pennsylvanian Lower,Unknown,,,6673,1.135,5.5,205260,341,16112,129815,,8740,49447,458,,
4360,32.8612,-100.6539,4.2151E+13,Permian,Fisher,Criswell #2,Conventional Hydrocarbon,,1965-04-26,Penn Reef,Unknown,6067,,6092,1.149,5.5,214919,34,36152,136500,,7242,33415,403,,
5314,32.006,-100.776,,Permian,Coke,J.b. Walker #1-b,Conventional Hydrocarbon,,1965-04-26,Strawn,Unknown,5935,6038,6100,1.039,4,66663,<MDL,4072,39824,,641,19864,<MDL,,
5315,32.006,-100.776,,Permian,Coke,J. Brannon #15,Conventional Hydrocarbon,,1965-04-26,Strawn Reef,Unknown,3140,6354,,1.095,6.6,153248,185,7335,93230,,1215,50232,858,,
10068,33.629,-102.295,,Permian,Hockley,Marjorie M. P. May #2,Conventional Hydrocarbon,,1965-04-26,Strawn,Unknown,10118,10168,,1.158,6,258561,84.53,13548,158646,,2153.88,83549.7,579,,
10069,33.629,-102.295,,Permian,Hockley,Marjorie M. P. May #2,Conventional Hydrocarbon,,1965-04-26,Strawn,Unknown,10118,10168,,1.158,5.9,260283,76.43,13664,159804,,2350.74,83797.51,590.58,,
10070,33.629,-102.295,,Permian,Hockley,Marjorie M. P. May #2,Conventional Hydrocarbon,,1965-04-26,Strawn,Unknown,10118,10168,,1.106,7.7,166055,122.77,8361,101530.8,,1459.92,53862.2,718.9,,
2876,32.16,-100.6241,4.2353E+13,Permian,Nolan,S. W. Nena Lucia Ut 31-6,Conventional Hydrocarbon,,1965-04-25,Strawn Reef,Unknown,6842,6868,7060,1.039,6.89,56077,242.09,7349,34718.19,,820.81,12726.71,220.27,,
1681,32.0326,-100.7096,4.2081E+13,Permian,Coke,J. Brannon #20,Conventional Hydrocarbon,,1965-04-22,Strawn,Unknown,5970,5982,6114,1.0678,7,104007,84.36,4836,62242.06,,1363.58,33310.02,2171.91,,
6150,28.472,-97.752,,Gulf Coast,Guadalupe,C. Knobloch #43,Conventional Hydrocarbon,,1965-04-22,Buda,Unknown,,,,1.0156,7.45,25576,508.82,799.28,14853.15,,496.63,8277.14,641.86,,
6170,28.472,-97.752,,Gulf Coast,Guadalupe,C. Knobloch #46,Conventional Hydrocarbon,,1965-04-22,Buda,Unknown,,,,1.0157,7.59,26124,763.81,971.01,15047.6,,358.54,8491.25,492.61,,
10240,32.413,-95.038,,East Texas,Smith,Wright Mountain Unit #87,Conventional Hydrocarbon,,1965-04-22,Pettit,Unknown,,,8225,1.001,6.7,1181,293.29,104.1,424.42,,16.02,271.27,72.07,,
17833,27.901,-97.418,,Gulf Coast,San Patricio,Kirk Gas Unit No 2-t,Conventional Hydrocarbon,,1965-04-21,Frio,Unknown,4987,4992,,1.055,6.5,76674,221,2427,46851,,586,26566,<MDL,,
5703,27.325,-98.621,,Gulf Coast,Duval,L. Wiederkehr #112,Conventional Hydrocarbon,,1965-04-19,Queen City,Unknown,5411,5425,5436,1.015,7.55,25823,1504.23,45.68,14428.23,,30.45,9815.05,<PQL,,
16564,30.8809,-101.6602,4.2105E+13,Permian,Crockett,Shannon Est B #2,Conventional Hydrocarbon,1944-09-03,1965-04-15,San Andres,Unknown,2011,2206,2206,1.1906,6.1,279539,48.81,9520,179310.31,,17882.81,71965.82,810.8,,
17832,27.901,-97.418,,Gulf Coast,San Patricio,W E Kirk Gas Unit No 2-c,Conventional Hydrocarbon,,1965-04-15,Catahoula,Unknown,3998,4008,,1.054,6.85,76060,175,2427,46560,,666,26209,<MDL,,
5723,27.325,-98.621,,Gulf Coast,Duval,L. Wiederkehr #97,Conventional Hydrocarbon,,1965-04-14,Queen City,Unknown,5425,5444,5480,1.0109,7.23,20088,812.76,137.48,11539.42,,37.4,7561.53,<MDL,,
11823,27.325,-98.621,,Gulf Coast,Duval,A. J. Wiederkehr Heirs #3,Conventional Hydrocarbon,,1965-04-14,Queen City,Unknown,5387,5392,5393,1.015,8.39,26092,1722.46,28.42,14220.15,,17.26,9936.85,<MDL,,
6148,28.472,-97.752,,Gulf Coast,Guadalupe,C. Knobloch #47,Conventional Hydrocarbon,,1965-04-13,Buda,Unknown,,,,1.0157,7.29,26035,691.69,781.07,15047.6,,624.66,8252.56,643.95,,
6151,28.472,-97.752,,Gulf Coast,Guadalupe,C. Knobloch #30,Conventional Hydrocarbon,,1965-04-13,Buda,Unknown,,,,1.0153,7.55,22817,351.29,952.35,13396.88,,532.02,7000.49,584.81,,
6164,28.472,-97.752,,Gulf Coast,Guadalupe,C. Knobloch #42,Conventional Hydrocarbon,,1965-04-13,Buda,Unknown,,,,1.016,7.05,26807,666.5,1389,15250.16,,751.84,7650.48,1098.3,,
9033,26.351,-98.598,,Gulf Coast,Starr,Slick A-110 U.t.,Conventional Hydrocarbon,,1965-04-13,E 1 2 Vicksburg L 2 Mixtu,Unknown,,,,1.024,7.7,33800,427,264,20700,,73,12800,3,<MDL,
8957,26.351,-98.598,,Gulf Coast,Starr,Slick A-37 C.t.,Conventional Hydrocarbon,,1965-04-12,Frio G 1 2 Vicksburg L 2,Unknown,,,,1.018,7.3,25700,305,256,15400,,54,9700,7,<MDL,
9016,26.351,-98.598,,Gulf Coast,Starr,Slick A-107 L.t.,Conventional Hydrocarbon,,1965-04-12,Frio G 1 2 Vicksburg L 2,Unknown,,,,1.021,7.8,29100,354,272,17400,,68,11000,<MDL,<MDL,
11213,26.351,-98.598,,Gulf Coast,Starr,T. G. Slick A-113 L.t.,Conventional Hydrocarbon,,1965-04-12,Frio G 1 2 Vicksburg L 2,Unknown,,,,1.018,7.1,24700,4,256,14800,,49,9300,6,<MDL,
8964,26.351,-98.598,,Gulf Coast,Starr,Slick A-37 M.t.,Conventional Hydrocarbon,,1965-04-09,Frio E 1 2 Vicksburg L 2,Unknown,,,,1.024,7.5,33500,378,328,20100,,78,12600,3,<MDL,
9003,26.351,-98.598,,Gulf Coast,Starr,Slick A 107 U.t.,Conventional Hydrocarbon,,1965-04-09,Frio E 1 2 Vicksburg L 2,Unknown,,,,1.015,7.7,20600,512,96,12100,,54,7820,<MDL,<MDL,
11185,26.351,-98.598,,Gulf Coast,Starr,Slick A-111 U.t.,Conventional Hydrocarbon,,1965-04-09,Frio E 1 2 Vicksburg L 2,Unknown,,,,1.018,7.5,25200,421,208,15000,,49,9550,5,<MDL,
2522,31.9222,-100.6927,4.2081E+13,Permian,Coke,Millican Reef Unit 4-b,Conventional Hydrocarbon,,1965-04-08,Millican Reef,Unknown,5964,6051,6051,1.1146,6.22,165175,169.42,22468,102637.94,,1757.72,37723.64,419.09,,
